note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508091149/a57312f62a4caa7f0a245de27e9578fa/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508091149/5efbe2522b02ffd1eb9ac1e5c41fe283/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508091149/edace3ab1e7782c6876385746eed6c67/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754711342415,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508091150/758dc190d594392709597f0457cea269/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508091150/17ecaa131fff2a9f2b6d98c455613be4/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508091150/8eab8b05b9dd125e23ceb1b543e220e5/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754711456178,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508091202/8dc26c6dfb414caaab41108b5076516c/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508091202/6f8dc81e3992a67e516d767c719340df/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508091202/0d78ebe4cc723828a78ea1558dfd230f/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754712174820,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508092251/771b29bc0cb115ca16aeae1c60f4c8a7/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092251/60d66a2153cf5f7bb415ce8c2deff4ec/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092251/82ed8d968c02ef21bc6e3f6fb79307b3/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754751101893,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508092326/db540b7a6eaec9730aa73de5be0ed99b/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092326/75ff4c52288653c5103240d31ce9acd4/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092326/5ba3e2f55e698244982bdfc3867170d6/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754753207847,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508092327/5c725ffa45465eaa5a1085ea4ca35c44/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092327/a280cd7454c9f49199fd4fe7a4e9a17a/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092327/338f6b80913967b00af2620a941f6ed2/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754753275505,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508092329/dac8f72f024b7f38020567a15f3ca54d/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092329/8baf4fcea78813d3774b34d56994ab26/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508092329/f99ae31db1b3e4a86c0eaa36eebdf003/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754753395044,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
,,,,,,,,,,,,,,,,,,,,
note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
675617f5000000000102a9d8,normal,听劝！领奖穿哪件,"10月份，参加了小红书身边写作大赛，写的是《老伴儿的生平》。
一个月前，平台恭喜我入围。
一个星期前，平台邀请我参加线下文学沙龙暨大赛颁奖典礼。
明天，我就要去北京领奖啦！
实话说，到现在为止，平台也没准确告诉我有没有奖，人家说的是入围作品颁奖活动。但我觉得既然都参加颁奖了，那五个奖（一个一等奖，两个二等奖，两个三等奖，）里也差不多有我一份吧。
我朋友说，这是大场面正式场合，应该买两件像样的衣服。
我已经退休20年，不要说是正式场合，近几年连晚辈的婚礼都不参加了。
我把我所有的冬衣找出来，一共有四件：两件羽绒服，一个棉坎肩，一个毛坎肩。
那件小羽绒服（图一），是2013年老伴儿去李宁专卖店买鞋，见有件衣服挺适合我穿，就买了，听他说花了420元。
那个毛坎肩（图二）是老伴儿去世那年，朋友的媳妇儿开编织店。老伴儿说去捧捧场，在那里订织了两个毛坎肩。他一件我一件，款式和颜色是一样的，他穿着他那件走了。
搬家时，我把绝大部分衣物都给了农村亲戚，只留下很少的几件。这件李宁羽绒服和毛坎肩没舍得送，好歹也是老伴儿给我留下的，当个念想吧。
10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。
自从发了《老伴儿的生平》，粉丝从1900涨到7400，这泼天的幸运是老伴儿冥冥之中给我的。
我想还是穿老伴儿留下的这两件吧，让老伴儿的在天之灵，保佑我的进京之旅能有一个惊喜。
（小羽绒服太薄，放布袋了，参加活动时穿）
#我在小红书写家史[话题]# #老辈子[话题]##老红书[话题]#  @小红书成长笔记 #身边写作大赛[话题]#",,1733695477000,1733718508000,644f5033000000002a00bf0f,我恋禾谷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31beugftr02005p2fa0pqhfofi6te9eo,8.3万,6077,4074,6080,,"http://sns-webpic-qc.xhscdn.com/202508101119/5c377455bb55ebf9b3eaf7df75894d17/1040g00831b5old227m605p2fa0pqhfofqgrbfao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508101119/ce03b45ef5242ecf633b5f8ffe8d3e71/1040g00831b5old227m505p2fa0pqhfof2vak7u0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202508101119/21c882f99ff66a0e8b6b2a192c6689da/1040g00831b5old227m405p2fa0pqhfofetjo7sg!nd_dft_wlteh_webp_3","我在小红书写家史,老辈子,老红书,身边写作大赛",1754795953629,https://www.xiaohongshu.com/explore/675617f5000000000102a9d8?xsec_token=AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=&xsec_source=pc_search,,AB1k7V2-UPX0v2qPGKmO0OhaKWUqrki89rrs4ASLFoBDs=
