comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
679e0b2d000000002101b9ac,1738410797000,,679da83c0000000029012584,这个中年孙子到底天天吃糖水蛋要补什么啊？,5d2aecb30000000012037759,momo旅游版,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30r313qna18005n9atipkmtqp67vcjdo?imageView2/2/w/120/format/jpg,83,,0,1754360035171,1161
679e03e50000000021014eff,1738408933000,,679da83c0000000029012584,生儿子的好处就是90岁还要给儿子孙子做饭[赞R],58f1b5ab5e87e74a835f23ed,我在你床上拉屎了,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314992621ls0049d8jjqqm8vdj98l77o?imageView2/2/w/120/format/jpg,53,,0,1754360035172,1089
679daa5f000000001b03172b,1738386016000,,679da83c0000000029012584,能不能我出钱给咱阿嫲买个砧板！！！,5e11c510000000000100aed4,赋闲忙人,https://sns-avatar-qc.xhscdn.com/avatar/6274941cd2afd9b01eabcbeb.jpg?imageView2/2/w/120/format/jpg,42,,0,1754360035216,245
679dae7f000000000a02fe6e,1738387071000,,679da83c0000000029012584,想知道孙子多大了？[笑哭R],567406f103eb8456d2a9a5dd,爱吃麻辣烫的DD,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310eu6vj7mm0044e7nc3f39et0su2f3g?imageView2/2/w/120/format/jpg,29,,0,1754360035217,56
679e24b40000000021037723,1738417333000,,679da83c0000000029012584,看了好几个视频都要给孙子煮蛋，这大孙子是咋了,56532db062a60c0abba2ac97,啊咔哒卟啦咔,https://sns-avatar-qc.xhscdn.com/avatar/5750b2b5e9521a7b7dff9925.jpg?imageView2/2/w/120/format/jpg,7,,0,1754360035219,36
67a4b80b000000000a018b56,1738848267000,,679da83c0000000029012584,英子全家食谱非常固定:糖水蛋，豆腐泡，奥比汤，稀粥，炒生菜…,5b3071d46b58b74a51d4771e,不喝甜水,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30p7s3b52401g4a6i9rot8touitf0tno?imageView2/2/w/120/format/jpg,5,,0,1754360035222,27
67b083a0000000001c0085f7,1739621281000,,679da83c0000000029012584,我想说，其他的都是植物人嘛，一个90岁的老人家伺候一家,5964d5a1b1da1458b25af0ff,夭夭??,https://sns-avatar-qc.xhscdn.com/avatar/5964d5a1b1da1458b25af0ff.jpg?imageView2/2/w/120/format/jpg,5,,0,1754360035224,9
67a42ee8000000000a037235,1738813160000,,679da83c0000000029012584,不是你们一大家子人连碗都要老人洗吗？,62d25de2000000000303c9ae,麦麦脆汁鸡,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31k05dvda2o605omibnh0videg1v4rf8?imageView2/2/w/120/format/jpg,2,,0,1754360035226,11
67a8767f0000000019016c77,1739093632000,,679da83c0000000029012584,这个糖水蛋究竟有多好吃？孙子每天都吃,54e5b6da2e1d935fe1851f3d,啵啵可丽多,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3197h2n4kla00401elcrdk7pt02q3k2o?imageView2/2/w/120/format/jpg,3,,0,1754360035227,6
67a1b9ad00000000210170f9,1738652077000,,679da83c0000000029012584,看吧，活那么大岁数就有干不完的家务,589724e97fc5b874f0401fc1,小熊软糖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3119ug64m6g4g493p2oiei7u1nsa6a58?imageView2/2/w/120/format/jpg,2,,0,1754360035229,8
679e1cf5000000000a02f433,1738415349000,,679da83c0000000029012584,笑死 我还以为孙子只有几岁,57b181c75e87e72e6c4ddbd1,momo,https://sns-avatar-qc.xhscdn.com/avatar/166ad12ae9a7f6fbb4bbbf88d417895f.jpg?imageView2/2/w/120/format/jpg,0,,679e0b2d000000002101b9ac,1754360036884,190
679e0c3f000000001b03ce78,1738411071000,,679da83c0000000029012584,我以为给坐月子的人吃的[笑哭R][笑哭R][笑哭R],576cf62450c4b4591fa8391b,A_P_xia～,https://sns-avatar-qc.xhscdn.com/avatar/5c0102a3298ca60001e7b967.jpg?imageView2/2/w/120/format/jpg,0,,679e0b2d000000002101b9ac,1754360037115,64
679e119d000000000b03b7d8,1738412446000,,679da83c0000000029012584,你笑死我了，估计是为了推迟更年期的到来吧,5faae903000000000101e44c,Koko,https://sns-avatar-qc.xhscdn.com/avatar/2b4cefbb01e0a0824f5c173dde7f98b2.jpg?imageView2/2/w/120/format/jpg,0,,679e0b2d000000002101b9ac,1754360037118,42
