comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
6759a087000000001003e81f,1733927048000,,675995a70000000002015c27,哈哈哈哈奶奶听了网友的建议穿了衬衣搭马甲[偷笑R],5982148e50c4b450484a2914,susan呵,https://sns-avatar-qc.xhscdn.com/avatar/5ac55868d2c8a5210bb7fce0.jpg?imageView2/2/w/120/format/jpg,50,,0,1754549059966,1万
675a3f160000000011031c16,1733967640000,,675995a70000000002015c27,恭喜奶奶，刷到后续啦。提个小建议，奶奶可以换个头像，更有辨识度。,59b773b582ec3903146f4bd9,要不你来,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ij8r2quga5g49pltlpraiupopq1olo?imageView2/2/w/120/format/jpg,64,http://sns-webpic-qc.xhscdn.com/202508071444/9c0f5b2f80ea408ee542a1c6ab4a76c0/comment/1040g2h031b9qe905na6049pltlpraiuppdq6pno!nd_whlt34_webp_wm_1,0,1754549059985,3923
6759adee000000001200be64,1733930478000,,675995a70000000002015c27,在现场，奶奶开场读自己的作品，一束灯光打下来，太动人了。和张怡微的对谈，奶奶也是讲的最好的那个！讲到自己为什么叫“我恋禾谷”，全场都笑了[萌萌哒R],5a057eb24eacab2e8621c948,nada,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rg4cisd1m1049vc21vb5ia8kj2guig?imageView2/2/w/120/format/jpg,25,,0,1754549059997,1926
67599b480000000010019d8a,1733925705000,,675995a70000000002015c27,哈哈，阿姨是按照前面笔记最高赞的评论穿搭的，确实好好看！！！也好有意义！以及，让我们恭喜这位女士，这位优秀的女士！恭喜恭喜！！！！[赞R][赞R][赞R][赞R],5be6ebc29bd70e00014e1f1b,喔唷J,https://sns-avatar-qc.xhscdn.com/avatar/166ad12ae9a7f6fbb4bbbf88d417895f.jpg?imageView2/2/w/120/format/jpg,3,,0,1754549060008,1875
675a53d4000000001200a0b3,1733972949000,,675995a70000000002015c27,小红书的姐妹们都叫阿姨为奶奶，一看就都很年轻。作为一名中年人，我是最近妈妈离世后，开始频繁的刷小红书，因为在这里熟人少，我可以把对妈妈的感情放在公众平台上，借以抒发自己遗憾难过的心情。可能因为总在刷妈妈和过去年代的事，才刷到了阿姨。这一切大概就是缘分吧，妈妈可能看到我太难过，想在网上让我有个云妈妈，体验一下她没有来得及给我讲述的她那个年代的故事。希望阿姨一直一直写，让没有妈妈的孩子们，有机会了解妈妈们年轻时候的故事，通过文字替我们的妈妈继续爱我们。,59cf40a66eea880f56bdc54a,永远爱美伢的蜡笔野原新之助,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qsms1ra146049rnvs0adhaa30h18v0?imageView2/2/w/120/format/jpg,4,,0,1754549060016,133
675cef53000000000e01c7c0,1734143828000,,675995a70000000002015c27,@自然醒 天哪是唐山的诶[萌萌哒R]恭喜奶奶,61643e8d000000000201fbbc,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dc6dg7n0m605ob47q6gjutsnbalm5o?imageView2/2/w/120/format/jpg,1,,0,1754549060025,2
675b93e400000000100078b5,1734054885000,,675995a70000000002015c27,不知道为什么，在这种快节奏的现代生活里，刷到奶奶的帖子和文字就让人感到好平静。,61c988fd0000000010008662,???,https://sns-avatar-qc.xhscdn.com/avatar/6423c3e4fc6d6dfb88a10167.jpg?imageView2/2/w/120/format/jpg,0,,0,1754549060063,4
6777a49b000000000f032e17,1735894171000,,675995a70000000002015c27,恭喜恭喜，可以引领我和更多的人[点赞R],5fb9a478000000000100aedb,元智舒鸭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318pac8fm0s6g5ntpkhs09bmreleb8r8?imageView2/2/w/120/format/jpg,1,,0,1754549060082,1
675bc009000000001102e8c2,1734066186000,,675995a70000000002015c27,@idadaily 可爱晕了,5cc6ecd50000000011037077,橘子夏,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gl2sv2u3q005n66tjakes3nstc7750?imageView2/2/w/120/format/jpg,1,,0,1754549060092,1
675e4b48000000000e0125b7,1734232904000,,675995a70000000002015c27,凭实力刷到后续，奶奶太厉害啦！[玫瑰R][玫瑰R][玫瑰R],5fc604f7000000000101f025,油炸小兔叽.,https://sns-avatar-qc.xhscdn.com/avatar/609e78e8699d29ecea4daba2.jpg?imageView2/2/w/120/format/jpg,0,,0,1754549060102,2
