comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
67567ce0000000000d00396c,1733721312000,,675617f5000000000102a9d8,“10年了，一直没大舍得穿，尤其是毛坎肩，我准备留作寿衣。等到了那边，仅凭这个坎肩，他就能认出我，我也能认出他。”文字的力量直击心灵[哭惹R],5ed7c9f0000000000100670c,朴韧,https://sns-avatar-qc.xhscdn.com/avatar/63f4de8a67341b9f427c68ba.jpg?imageView2/2/w/120/format/jpg,1239,,0,1754711343164,5.4万
67594842000000001a01a31b,1733904452000,,675617f5000000000102a9d8,超好看啊??,630b0a4e000000001200da02,蒋在在写作,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319cc0u8q5k005oob1974hmg2p9mrheo?imageView2/2/w/120/format/jpg,162,http://sns-webpic-qc.xhscdn.com/202508091149/278857f62fa4d7d21e8c2c1aca6b0423/comment/1040g2h031b8sa3qomu005oob1974hmg254l3mp0!nd_whgt34_webp_wm_1,0,1754711343173,1.9万
6756d69200000000070031fa,1733744276000,,675617f5000000000102a9d8,奶奶！楼上有个评论说衬衫套坎肩，外面再套羽绒服，我也觉得可行！！简单p了一下，技术不好奶奶不要嫌弃呀,5ac4605711be1049b13899f3,一只很宅的羊,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30r28laj7h86g4a492lg5f6fjuombdt0?imageView2/2/w/120/format/jpg,55,http://sns-webpic-qc.xhscdn.com/202508091149/a13e30aff71da57a602de239a82ae4a9/comment/1040g2h031b6fu0plna604a492lg5f6fjj85p7gg!nd_whgt34_webp_wm_1,0,1754711343183,6324
675699b7000000000c010f64,1733728696000,,675617f5000000000102a9d8,3很精神，意气风发但又很日常的感觉！,60c4a13800000000010036cf,哦耶哦耶！,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31id6imqlg8005o64k4s08dmff8skifo?imageView2/2/w/120/format/jpg,16,,0,1754711343185,2564
677b69d50000000011019fed,1736141270000,,675617f5000000000102a9d8,图二好看，老婆我如果死了你会给我写一个吗,5c75c493000000001002c837,Woody,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bjh0abn0k005n3loi9k5i1nius2rm0?imageView2/2/w/120/format/jpg,3,,0,1754711343187,10
677bb283000000001200aea2,1736159875000,,675617f5000000000102a9d8,中国有大量的老人，有钱，没文采，但他们经历了巨大的社会变迁，有着波澜壮阔的一生等待被记录,5bb7ef7342b65e000130c281,热勇,https://sns-avatar-qc.xhscdn.com/avatar/62bac4c140df7a1037d6be23.jpg?imageView2/2/w/120/format/jpg,0,,0,1754711343188,12
677cddd6000000002103c9ab,1736236503000,,675617f5000000000102a9d8,莫名想到庭有枇杷树，吾妻死之年所手植也，今已亭亭如盖矣,62f7066d000000001e01c318,还是要开心,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31joj1s53j25g5onn0pmnjgook2vpmjg?imageView2/2/w/120/format/jpg,0,,0,1754711343190,5
677b729a000000001100354b,1736143515000,,675617f5000000000102a9d8,2真的很作家的感觉,63381e6a000000001802cbe2,豆角茄子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31agbaaq7mudg5opo3pl65iv2mm622eg?imageView2/2/w/120/format/jpg,0,,0,1754711343192,5
677b62cd0000000011030fcc,1736139469000,,675617f5000000000102a9d8,2 有故事，2最好,5bcbf900b1e5b70001dca071,yiu,https://sns-avatar-qc.xhscdn.com/avatar/5c56bdd44fe6e00001cc6888.jpg?imageView2/2/w/120/format/jpg,0,,0,1754711343193,5
677c87c80000000022004f5a,1736214473000,,675617f5000000000102a9d8,穿裙子，重新买。如果有耳洞就带珍珠耳环，没有就算了。,5c489ecb0000000010002d2f,墨香盈室,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bdlg2vane5g5n28jr5k0b9fqjsd0ro?imageView2/2/w/120/format/jpg,1,,0,1754711343195,1
