note_id,title,desc,type,note_url,cover_url,time,ip_location,nickname,user_id,author_homepage,source_keyword,tag_list,liked_count,collected_count,comment_count,share_count,interaction_count,follower_count,current_follower_count,note_category,author_type,account_tier,estimated_read_count,estimated_quote,source_dataset,source_url
6585267a0000000038022d03,这里是腿姐，恭喜你被选中！,"走到这里，请先给自己鼓鼓掌??
这里麻麻将好运传递[哇R]
	
我们
一研为定：这是我们的约定
定为研一：明年希望你来这里跟麻麻报喜[赞R]
	
⚠️：今晚19:30，这应该是我们最后一次见面！来听腿麻麻最后再来唠叨几句，祝24考研一战成研！",normal,https://www.xiaohongshu.com/discovery/item/6585267a0000000038022d03,http://sns-img-qc.xhscdn.com/1040g2sg30svn62afk2005nhnipq08a3br2f8jj0?imageView2/2/w/1080/format/webp,1703253720,海南省,考研政治陆寓丰,5e379674000000000100286b,https://www.xiaohongshu.com/user/profile/5e379674000000000100286b,公开样本,"腿姐考研政治,24考研,决战考研,考研,麻将,教育",9612,380,2158,30,12150,433749,430180,教育,教育 大学教育,腰部达人,255688,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/6585267a0000000038022d03
658fffca000000001a003e14,????Daily｜2023??,"其实每天都有记录生活 但发出来的日常很少 在澳洲的每一天感觉都是平淡却幸福的 希望能继续无忧无虑下去吖～[哇R]
圣诞假旅游前紧急到了新脐钉和卷发棒！尝试了新的集运 还挺快的 手机上也可以随时查物流 aupost周末也给派件了 很感人[哭惹R]",normal,https://www.xiaohongshu.com/discovery/item/658fffca000000001a003e14,http://sns-img-qc.xhscdn.com/1040g00830taa6mg4k00049n8o4vughohmbe41no?imageView2/2/w/1080/format/webp,1703964720,澳大利亚,可爱鬼是诺诺-,59817fe882ec3955d7184711,https://www.xiaohongshu.com/user/profile/59817fe882ec3955d7184711,公开样本,"留学澳洲,墨尔本,墨尔本生活,我的日常,KAHO集运,日常碎片PLOG,Melbourne CBD攻略,plog,生活记录",906,91,11,11,1008,7011,7011,生活,s s,初级达人,35568,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/658fffca000000001a003e14
65782430000000000901d09c,肖四:中华民族精神之魂是?,,normal,https://www.xiaohongshu.com/discovery/item/65782430000000000901d09c,https://sns-img-qc.xhscdn.com/2784deee-80e8-38fb-8d42-9271d832b417,1702401180,辽宁省,粽粽同学,5d2095c80000000010003bbc,https://www.xiaohongshu.com/user/profile/5d2095c80000000010003bbc,公开样本,"24考研,政治,考研政治,我的考研,肖四,考研,教育",5841,4108,591,93,10540,1118,2075,教育,兴趣爱好 阅读,素人,227456,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/65782430000000000901d09c
6583cd7b00000000090214d7,极有可能考(今年是毛爷爷诞辰130周年),没时间的看第一张，有时间的话建议都看,normal,https://www.xiaohongshu.com/discovery/item/6583cd7b00000000090214d7,//sns-webpic.xhscdn.com/95722ac0-a2be-01fb-2681-ccbbc8d47b30?imageView2/2/w/1080/format/jpg,1703165400,湖北省,小范儿要上岸,624d536a0000000010005958,https://www.xiaohongshu.com/user/profile/624d536a0000000010005958,公开样本,"24考研,考研政治,腿姐考研政治,考研政治徐涛,肖秀荣肖四肖八,考研,政治,教育",5543,4404,32,365,9979,16336,16249,教育,教育 大学教育,初级达人,222832,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/6583cd7b00000000090214d7
6597ad1e000000001e00a568,导师！你这样我感到很陌生,"我在想你
看见这个脑子都懵掉了
原来是在想我为什么写那么慢
我要去创作学术大作了[偷笑R][偷笑R]",normal,https://www.xiaohongshu.com/discovery/item/6597ad1e000000001e00a568,https://sns-img-hw.xhscdn.net/dadad944-2132-dee4-c36a-e01d13ffc1be,1704467820,山东省,晴晴师姐论文咨询,64f04ead0000000005001855,https://www.xiaohongshu.com/user/profile/64f04ead0000000005001855,公开样本,"论文,论文写作,毕业论文,论文选题,论文技巧,论文写作技巧,论文初稿,论文初稿怎么写,论文初稿模板,论文初稿写完了嘛,本科毕业论文,硕士毕业论文,导师,论文发疯,写作,教育",7224,2715,467,389,10406,1047,1047,教育,教育 大学教育,素人,232976,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/6597ad1e000000001e00a568
658a3a8b0000000015001527,在窗边放了一枚苹果??,"感觉柚子树叶的颜色有点变深了。
	
 
  
@家居薯",normal,https://www.xiaohongshu.com/discovery/item/658a3a8b0000000015001527,https://sns-img-bd.xhscdn.com/1040g2sg30t4lse67js005n6fhvukmtu0grqlbcg,1703586540,日本,了,5ccf8ffd00000000120377c0,https://www.xiaohongshu.com/user/profile/5ccf8ffd00000000120377c0,公开样本,"在日本的生活,窗户,卧室,树,INFP精神世界,生活记录",8808,1115,239,103,10162,634,634,生活,摄影摄像 写真,素人,236020,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/658a3a8b0000000015001527
65795e3d000000000703b553,美国动作片中的亚裔女性刻板印象,"评论下期想看的主题
每天更新，欢迎关注",normal,https://www.xiaohongshu.com/discovery/item/65795e3d000000000703b553,https://sns-img-hw.xhscdn.net/96702a5d-8da0-7b87-d071-e1607e29c4e9,1702481580,美国,??美式刻板印象每日精选??,643f1e8c00000000290123fb,https://www.xiaohongshu.com/user/profile/643f1e8c00000000290123fb,公开样本,"搞笑,生活记录",908,84,66,8,1058,0,1473,生活,,,36078,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/65795e3d000000000703b553
657db9270000000038027de8,朋友说我有种娇生惯养的漂亮,"好惊喜 在巴塞提前被朋友请吃饭过生日
随身带的一条裙子派上了用场
这条裙子又是妈妈买给我的 发现她每次都喜欢我穿成这样
没给餐厅备注生日 最后居然上了一个小蛋糕
但是这家米其林被朋友说像在吃药膳??
然后我们发现
居然19年到现在一直没改过的菜品才是最好吃的??",normal,https://www.xiaohongshu.com/discovery/item/657db9270000000038027de8,https://sns-img-qc.xhscdn.com/714b39e0-57b6-3c59-e1f7-5cf68c498961,1702767000,英国,喜二滋,577cc01c5e87e71206feae81,https://www.xiaohongshu.com/user/profile/577cc01c5e87e71206feae81,公开样本,"我的日常,来拍照了,拍出氛围感,生日餐厅,米其林,西班牙,旅行,生活碎片,留学日记,生日,裙子,Cinc Sentits攻略,生活记录",9005,907,106,36,10018,6818,6818,生活,生活 中外生活,初级达人,235252,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/657db9270000000038027de8
6594d0ef00000000150016ea,1-4月雅思口语p1 social media 社交媒体,"1. ﻿﻿﻿When did you start using social media?
	
2. ﻿﻿﻿Do you think you spend too much timeon social media?
	
3. ﻿﻿﻿Do your friends use social media?
	
4.What do people often do on socialmedia?
	
换题季来啦！各位考鸭er都准备好了吗？
	
在口语练习过程中，考鸭er常会出现不知道自己目前练习水平，或者面对题目没有思路的问题。
	
同桌语伴这款口语软件为各位雅思选手提供了超级好的练习方式！
	
同桌语伴的高智能Al雅思口语对答评分，从词汇、语法、结构多角度对口语回答进行润色。如果没有思路，还可以查看考官回答和高分问答。
	
还可以加入雅思口语学习打卡小组，找到你的考鸭搭子！参与千人打卡雅思口语，组队学习。听同小组高分队友的口语答案，拓展答题思路哦～
	
#雅思考试 #雅思阅读 #雅思机考 #雅思听力 #雅思写作 #屠雅攻略 #英语口语 #屠雅思带7分雅思口语速成 #分手吧雅思 #雅思备考 #雅思自学 #雅思打卡 #雅思阅读#雅思写作#雅思听力#屠鸭攻略 #雅思攻略 #雅思口语 #雅思口语换题#英语 #雅思 #屠鸭",normal,https://www.xiaohongshu.com/discovery/item/6594d0ef00000000150016ea,http://sns-img-qc.xhscdn.com/1040g2sg30tf0nuk33u005oo4r3h4g1hcoloouc8?imageView2/2/w/1080/format/webp,1704284497,广东省,屠鸭的Mia,6304d8e2000000001200062c,https://www.xiaohongshu.com/user/profile/6304d8e2000000001200062c,公开样本,"雅思考试,雅思阅读,雅思机考,雅思听力,雅思写作,屠雅攻略,英语口语,屠雅思带7分雅思口语速成,分手吧雅思,雅思备考,雅思自学,雅思打卡,屠鸭攻略,雅思攻略,雅思口语,雅思口语换题,英语,雅思,屠鸭,攻略,学习,打卡,过程,考试,答案,回答,思考,角度,同桌语伴",52,47,3,3,102,2542,2577,教育,教育 教育其他,素人,1225,150,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/6594d0ef00000000150016ea
658c27e5000000001802b4c9,hi??/ig：bei.bei03,#,normal,https://www.xiaohongshu.com/discovery/item/658c27e5000000001802b4c9,https://sns-img-qc.xhscdn.com/b839ce6a-d1f1-3641-9d64-9a4cb60db170,1703712840,马来西亚,贝贝,61810e3c0000000002020586,https://www.xiaohongshu.com/user/profile/61810e3c0000000002020586,公开样本,"来拍照了,??,健康减肥,马来西亚,随拍,天蝎座,生活记录",906,82,29,3,1017,2297,2297,生活,穿搭打扮 整体造型,素人,35466,0,xiaohongshu_analysis_all,https://www.xiaohongshu.com/discovery/item/658c27e5000000001802b4c9
